OrderDate_SK,orderDate,Order_Year,Order_Month,Order_Quarter,Order_Week,Order_Fiscal_Year,Order_Fiscal_Quarter,Order_Fiscal_Month,Order_Fiscal_Week
5081,02/22/05,2005,2,1,9,2005.0,4.0,11.0,49.0
5082,02/23/05,2005,2,1,9,2005.0,4.0,11.0,49.0
5083,02/24/05,2005,2,1,9,2005.0,4.0,11.0,49.0
5084,02/25/05,2005,2,1,9,2005.0,4.0,11.0,49.0
5085,02/26/05,2005,2,1,9,2005.0,4.0,11.0,49.0
5086,02/27/05,2005,2,1,10,2005.0,4.0,11.0,50.0
5087,02/28/05,2005,2,1,10,2005.0,4.0,11.0,50.0
5088,03/01/05,2005,3,1,10,2005.0,4.0,12.0,50.0
5089,03/02/05,2005,3,1,10,2005.0,4.0,12.0,50.0
5090,03/03/05,2005,3,1,10,2005.0,4.0,12.0,50.0
5091,03/04/05,2005,3,1,10,2005.0,4.0,12.0,50.0
5092,03/05/05,2005,3,1,10,2005.0,4.0,12.0,50.0
5093,03/06/05,2005,3,1,11,2005.0,4.0,12.0,51.0
5094,03/07/05,2005,3,1,11,2005.0,4.0,12.0,51.0
5095,03/08/05,2005,3,1,11,2005.0,4.0,12.0,51.0
5096,03/09/05,2005,3,1,11,2005.0,4.0,12.0,51.0
5097,03/10/05,2005,3,1,11,2005.0,4.0,12.0,51.0
5098,03/11/05,2005,3,1,11,2005.0,4.0,12.0,51.0
5099,03/12/05,2005,3,1,11,2005.0,4.0,12.0,51.0
5100,03/13/05,2005,3,1,12,2005.0,4.0,12.0,52.0
5101,03/14/05,2005,3,1,12,2005.0,4.0,12.0,52.0
5102,03/15/05,2005,3,1,12,2005.0,4.0,12.0,52.0
5103,03/16/05,2005,3,1,12,2005.0,4.0,12.0,52.0
5104,03/17/05,2005,3,1,12,2005.0,4.0,12.0,52.0
5105,03/18/05,2005,3,1,12,2005.0,4.0,12.0,52.0
5106,03/19/05,2005,3,1,12,2005.0,4.0,12.0,52.0
5107,03/20/05,2005,3,1,13,2005.0,4.0,12.0,1.0
5108,03/21/05,2005,3,1,13,2005.0,4.0,12.0,1.0
5109,03/22/05,2005,3,1,13,2005.0,4.0,12.0,1.0
5110,03/23/05,2005,3,1,13,2005.0,4.0,12.0,1.0
5111,03/24/05,2005,3,1,13,2005.0,4.0,12.0,1.0
5112,03/25/05,2005,3,1,13,2005.0,4.0,12.0,1.0
5113,03/26/05,2005,3,1,13,2005.0,4.0,12.0,1.0
5114,03/27/05,2005,3,1,14,2005.0,4.0,12.0,2.0
5115,03/28/05,2005,3,1,14,2005.0,4.0,12.0,2.0
5116,03/29/05,2005,3,1,14,2005.0,4.0,12.0,2.0
5117,03/30/05,2005,3,1,14,2005.0,4.0,12.0,2.0
5118,03/31/05,2005,3,1,14,2005.0,4.0,12.0,2.0
5119,04/01/05,2005,4,2,14,2005.0,1.0,1.0,2.0
5120,04/02/05,2005,4,2,14,2005.0,1.0,1.0,2.0
5121,04/03/05,2005,4,2,15,2005.0,1.0,1.0,3.0
5122,04/04/05,2005,4,2,15,2005.0,1.0,1.0,3.0
5123,04/05/05,2005,4,2,15,2005.0,1.0,1.0,3.0
5124,04/06/05,2005,4,2,15,2005.0,1.0,1.0,3.0
5125,04/07/05,2005,4,2,15,2005.0,1.0,1.0,3.0
5126,04/08/05,2005,4,2,15,2005.0,1.0,1.0,3.0
5127,04/09/05,2005,4,2,15,2005.0,1.0,1.0,3.0
5128,04/10/05,2005,4,2,16,2005.0,1.0,1.0,4.0
5129,04/11/05,2005,4,2,16,2005.0,1.0,1.0,4.0
5130,04/12/05,2005,4,2,16,2005.0,1.0,1.0,4.0
5131,04/13/05,2005,4,2,16,2005.0,1.0,1.0,4.0
5132,04/14/05,2005,4,2,16,2005.0,1.0,1.0,4.0
5133,04/15/05,2005,4,2,16,2005.0,1.0,1.0,4.0
5134,04/16/05,2005,4,2,16,2005.0,1.0,1.0,4.0
5135,04/17/05,2005,4,2,17,2005.0,1.0,1.0,5.0
5136,04/18/05,2005,4,2,17,2005.0,1.0,1.0,5.0
5137,04/19/05,2005,4,2,17,2005.0,1.0,1.0,5.0
5138,04/20/05,2005,4,2,17,2005.0,1.0,1.0,5.0
5139,04/21/05,2005,4,2,17,2005.0,1.0,1.0,5.0
5140,04/22/05,2005,4,2,17,2005.0,1.0,1.0,5.0
5141,04/23/05,2005,4,2,17,2005.0,1.0,1.0,5.0
5142,04/24/05,2005,4,2,18,2005.0,1.0,1.0,6.0
5143,04/25/05,2005,4,2,18,2005.0,1.0,1.0,6.0
5144,04/26/05,2005,4,2,18,2005.0,1.0,1.0,6.0
5145,04/27/05,2005,4,2,18,2005.0,1.0,1.0,6.0
5146,04/28/05,2005,4,2,18,2005.0,1.0,1.0,6.0
5147,04/29/05,2005,4,2,18,2005.0,1.0,1.0,6.0
5148,04/30/05,2005,4,2,18,2005.0,1.0,1.0,6.0
5149,05/01/05,2005,5,2,19,2005.0,1.0,2.0,7.0
5150,05/02/05,2005,5,2,19,2005.0,1.0,2.0,7.0
5151,05/03/05,2005,5,2,19,2005.0,1.0,2.0,7.0
5152,05/04/05,2005,5,2,19,2005.0,1.0,2.0,7.0
5153,05/05/05,2005,5,2,19,2005.0,1.0,2.0,7.0
5154,05/06/05,2005,5,2,19,2005.0,1.0,2.0,7.0
5155,05/07/05,2005,5,2,19,2005.0,1.0,2.0,7.0
5156,05/08/05,2005,5,2,20,2005.0,1.0,2.0,8.0
5157,05/09/05,2005,5,2,20,2005.0,1.0,2.0,8.0
5158,05/10/05,2005,5,2,20,2005.0,1.0,2.0,8.0
5159,05/11/05,2005,5,2,20,2005.0,1.0,2.0,8.0
5160,05/12/05,2005,5,2,20,2005.0,1.0,2.0,8.0
5161,05/13/05,2005,5,2,20,2005.0,1.0,2.0,8.0
5162,05/14/05,2005,5,2,20,2005.0,1.0,2.0,8.0
5163,05/15/05,2005,5,2,21,2005.0,1.0,2.0,9.0
5164,05/16/05,2005,5,2,21,2005.0,1.0,2.0,9.0
5165,05/17/05,2005,5,2,21,2005.0,1.0,2.0,9.0
5166,05/18/05,2005,5,2,21,2005.0,1.0,2.0,9.0
5167,05/19/05,2005,5,2,21,2005.0,1.0,2.0,9.0
5168,05/20/05,2005,5,2,21,2005.0,1.0,2.0,9.0
5169,05/21/05,2005,5,2,21,2005.0,1.0,2.0,9.0
5170,05/22/05,2005,5,2,22,2005.0,1.0,2.0,10.0
5171,05/23/05,2005,5,2,22,2005.0,1.0,2.0,10.0
5172,05/24/05,2005,5,2,22,2005.0,1.0,2.0,10.0
5173,05/25/05,2005,5,2,22,2005.0,1.0,2.0,10.0
5174,05/26/05,2005,5,2,22,2005.0,1.0,2.0,10.0
5175,05/27/05,2005,5,2,22,2005.0,1.0,2.0,10.0
5176,05/28/05,2005,5,2,22,2005.0,1.0,2.0,10.0
5177,05/29/05,2005,5,2,23,2005.0,1.0,2.0,11.0
5178,05/30/05,2005,5,2,23,2005.0,1.0,2.0,11.0
5179,05/31/05,2005,5,2,23,2005.0,1.0,2.0,11.0
5180,06/01/05,2005,6,2,23,2005.0,1.0,3.0,11.0
5181,06/02/05,2005,6,2,23,2005.0,1.0,3.0,11.0
5182,06/03/05,2005,6,2,23,2005.0,1.0,3.0,11.0
5183,06/04/05,2005,6,2,23,2005.0,1.0,3.0,11.0
5184,06/05/05,2005,6,2,24,2005.0,1.0,3.0,12.0
5185,06/06/05,2005,6,2,24,2005.0,1.0,3.0,12.0
5186,06/07/05,2005,6,2,24,2005.0,1.0,3.0,12.0
5187,06/08/05,2005,6,2,24,2005.0,1.0,3.0,12.0
5188,06/09/05,2005,6,2,24,2005.0,1.0,3.0,12.0
5189,06/10/05,2005,6,2,24,2005.0,1.0,3.0,12.0
5190,06/11/05,2005,6,2,24,2005.0,1.0,3.0,12.0
5191,06/12/05,2005,6,2,25,2005.0,1.0,3.0,13.0
5192,06/13/05,2005,6,2,25,2005.0,1.0,3.0,13.0
5193,06/14/05,2005,6,2,25,2005.0,1.0,3.0,13.0
5194,06/15/05,2005,6,2,25,2005.0,1.0,3.0,13.0
5195,06/16/05,2005,6,2,25,2005.0,1.0,3.0,13.0
5196,06/17/05,2005,6,2,25,2005.0,1.0,3.0,13.0
5197,06/18/05,2005,6,2,25,2005.0,1.0,3.0,13.0
5198,06/19/05,2005,6,2,26,2005.0,1.0,3.0,14.0
5199,06/20/05,2005,6,2,26,2005.0,1.0,3.0,14.0
5200,06/21/05,2005,6,2,26,2005.0,1.0,3.0,14.0
5201,06/22/05,2005,6,2,26,2005.0,1.0,3.0,14.0
5202,06/23/05,2005,6,2,26,2005.0,1.0,3.0,14.0
5203,06/24/05,2005,6,2,26,2005.0,1.0,3.0,14.0
5204,06/25/05,2005,6,2,26,2005.0,1.0,3.0,14.0
5205,06/26/05,2005,6,2,27,2005.0,1.0,3.0,15.0
5206,06/27/05,2005,6,2,27,2005.0,1.0,3.0,15.0
5207,06/28/05,2005,6,2,27,2005.0,1.0,3.0,15.0
5208,06/29/05,2005,6,2,27,2005.0,1.0,3.0,15.0
5209,06/30/05,2005,6,2,27,2005.0,1.0,3.0,15.0
5210,07/01/05,2005,7,3,27,2005.0,2.0,4.0,15.0
5211,07/02/05,2005,7,3,27,2005.0,2.0,4.0,15.0
5212,07/03/05,2005,7,3,28,2005.0,2.0,4.0,16.0
5213,07/04/05,2005,7,3,28,2005.0,2.0,4.0,16.0
5214,07/05/05,2005,7,3,28,2005.0,2.0,4.0,16.0
5215,07/06/05,2005,7,3,28,2005.0,2.0,4.0,16.0
5216,07/07/05,2005,7,3,28,2005.0,2.0,4.0,16.0
5217,07/08/05,2005,7,3,28,2005.0,2.0,4.0,16.0
5218,07/09/05,2005,7,3,28,2005.0,2.0,4.0,16.0
5219,07/10/05,2005,7,3,29,2005.0,2.0,4.0,17.0
5220,07/11/05,2005,7,3,29,2005.0,2.0,4.0,17.0
5221,07/12/05,2005,7,3,29,2005.0,2.0,4.0,17.0
5222,07/13/05,2005,7,3,29,2005.0,2.0,4.0,17.0
5223,07/14/05,2005,7,3,29,2005.0,2.0,4.0,17.0
5224,07/15/05,2005,7,3,29,2005.0,2.0,4.0,17.0
5225,07/16/05,2005,7,3,29,2005.0,2.0,4.0,17.0
5226,07/17/05,2005,7,3,30,2005.0,2.0,4.0,18.0
5227,07/18/05,2005,7,3,30,2005.0,2.0,4.0,18.0
5228,07/19/05,2005,7,3,30,2005.0,2.0,4.0,18.0
5229,07/20/05,2005,7,3,30,2005.0,2.0,4.0,18.0
5230,07/21/05,2005,7,3,30,2005.0,2.0,4.0,18.0
5231,07/22/05,2005,7,3,30,2005.0,2.0,4.0,18.0
5232,07/23/05,2005,7,3,30,2005.0,2.0,4.0,18.0
5233,07/24/05,2005,7,3,31,2005.0,2.0,4.0,19.0
5234,07/25/05,2005,7,3,31,2005.0,2.0,4.0,19.0
5235,07/26/05,2005,7,3,31,2005.0,2.0,4.0,19.0
5236,07/27/05,2005,7,3,31,2005.0,2.0,4.0,19.0
5237,07/28/05,2005,7,3,31,2005.0,2.0,4.0,19.0
5238,07/29/05,2005,7,3,31,2005.0,2.0,4.0,19.0
5239,07/30/05,2005,7,3,31,2005.0,2.0,4.0,19.0
5240,07/31/05,2005,7,3,32,2005.0,2.0,4.0,20.0
5241,08/01/05,2005,8,3,32,2005.0,2.0,5.0,20.0
5242,08/02/05,2005,8,3,32,2005.0,2.0,5.0,20.0
5243,08/03/05,2005,8,3,32,2005.0,2.0,5.0,20.0
5244,08/04/05,2005,8,3,32,2005.0,2.0,5.0,20.0
5245,08/05/05,2005,8,3,32,2005.0,2.0,5.0,20.0
5246,08/06/05,2005,8,3,32,2005.0,2.0,5.0,20.0
5247,08/07/05,2005,8,3,33,2005.0,2.0,5.0,21.0
5248,08/08/05,2005,8,3,33,2005.0,2.0,5.0,21.0
5249,08/09/05,2005,8,3,33,2005.0,2.0,5.0,21.0
5250,08/10/05,2005,8,3,33,2005.0,2.0,5.0,21.0
5251,08/11/05,2005,8,3,33,2005.0,2.0,5.0,21.0
5252,08/12/05,2005,8,3,33,2005.0,2.0,5.0,21.0
5253,08/13/05,2005,8,3,33,2005.0,2.0,5.0,21.0
5254,08/14/05,2005,8,3,34,2005.0,2.0,5.0,22.0
5255,08/15/05,2005,8,3,34,2005.0,2.0,5.0,22.0
5256,08/16/05,2005,8,3,34,2005.0,2.0,5.0,22.0
5257,08/17/05,2005,8,3,34,2005.0,2.0,5.0,22.0
5258,08/18/05,2005,8,3,34,2005.0,2.0,5.0,22.0
5259,08/19/05,2005,8,3,34,2005.0,2.0,5.0,22.0
5260,08/20/05,2005,8,3,34,2005.0,2.0,5.0,22.0
5261,08/21/05,2005,8,3,35,2005.0,2.0,5.0,23.0
5262,08/22/05,2005,8,3,35,2005.0,2.0,5.0,23.0
5263,08/23/05,2005,8,3,35,2005.0,2.0,5.0,23.0
5264,08/24/05,2005,8,3,35,2005.0,2.0,5.0,23.0
5265,08/25/05,2005,8,3,35,2005.0,2.0,5.0,23.0
5266,08/26/05,2005,8,3,35,2005.0,2.0,5.0,23.0
5267,08/27/05,2005,8,3,35,2005.0,2.0,5.0,23.0
5268,08/28/05,2005,8,3,36,2005.0,2.0,5.0,24.0
5269,08/29/05,2005,8,3,36,2005.0,2.0,5.0,24.0
5270,08/30/05,2005,8,3,36,2005.0,2.0,5.0,24.0
5271,08/31/05,2005,8,3,36,2005.0,2.0,5.0,24.0
5272,09/01/05,2005,9,3,36,2005.0,2.0,6.0,24.0
5273,09/02/05,2005,9,3,36,2005.0,2.0,6.0,24.0
5274,09/03/05,2005,9,3,36,2005.0,2.0,6.0,24.0
5275,09/04/05,2005,9,3,37,2005.0,2.0,6.0,25.0
5276,09/05/05,2005,9,3,37,2005.0,2.0,6.0,25.0
5277,09/06/05,2005,9,3,37,2005.0,2.0,6.0,25.0
5278,09/07/05,2005,9,3,37,2005.0,2.0,6.0,25.0
5279,09/08/05,2005,9,3,37,2005.0,2.0,6.0,25.0
5280,09/09/05,2005,9,3,37,2005.0,2.0,6.0,25.0
5281,09/10/05,2005,9,3,37,2005.0,2.0,6.0,25.0
5282,09/11/05,2005,9,3,38,2005.0,2.0,6.0,26.0
5283,09/12/05,2005,9,3,38,2005.0,2.0,6.0,26.0
5284,09/13/05,2005,9,3,38,2005.0,2.0,6.0,26.0
5285,09/14/05,2005,9,3,38,2005.0,2.0,6.0,26.0
5286,09/15/05,2005,9,3,38,2005.0,2.0,6.0,26.0
5287,09/16/05,2005,9,3,38,2005.0,2.0,6.0,26.0
5288,09/17/05,2005,9,3,38,2005.0,2.0,6.0,26.0
5289,09/18/05,2005,9,3,39,2005.0,2.0,6.0,27.0
5290,09/19/05,2005,9,3,39,2005.0,2.0,6.0,27.0
5291,09/20/05,2005,9,3,39,2005.0,2.0,6.0,27.0
5292,09/21/05,2005,9,3,39,2005.0,2.0,6.0,27.0
5293,09/22/05,2005,9,3,39,2005.0,2.0,6.0,27.0
5294,09/23/05,2005,9,3,39,2005.0,2.0,6.0,27.0
5295,09/24/05,2005,9,3,39,2005.0,2.0,6.0,27.0
5296,09/25/05,2005,9,3,40,2005.0,2.0,6.0,28.0
5297,09/26/05,2005,9,3,40,2005.0,2.0,6.0,28.0
5298,09/27/05,2005,9,3,40,2005.0,2.0,6.0,28.0
5299,09/28/05,2005,9,3,40,2005.0,2.0,6.0,28.0
5300,09/29/05,2005,9,3,40,2005.0,2.0,6.0,28.0
5301,09/30/05,2005,9,3,40,2005.0,2.0,6.0,28.0
5302,10/01/05,2005,10,4,40,2005.0,3.0,7.0,28.0
5303,10/02/05,2005,10,4,41,2005.0,3.0,7.0,29.0
5304,10/03/05,2005,10,4,41,2005.0,3.0,7.0,29.0
5305,10/04/05,2005,10,4,41,2005.0,3.0,7.0,29.0
5306,10/05/05,2005,10,4,41,2005.0,3.0,7.0,29.0
5307,10/06/05,2005,10,4,41,2005.0,3.0,7.0,29.0
5308,10/07/05,2005,10,4,41,2005.0,3.0,7.0,29.0
5309,10/08/05,2005,10,4,41,2005.0,3.0,7.0,29.0
5310,10/09/05,2005,10,4,42,2005.0,3.0,7.0,30.0
5311,10/10/05,2005,10,4,42,2005.0,3.0,7.0,30.0
5312,10/11/05,2005,10,4,42,2005.0,3.0,7.0,30.0
5313,10/12/05,2005,10,4,42,2005.0,3.0,7.0,30.0
5314,10/13/05,2005,10,4,42,2005.0,3.0,7.0,30.0
5315,10/14/05,2005,10,4,42,2005.0,3.0,7.0,30.0
5316,10/15/05,2005,10,4,42,2005.0,3.0,7.0,30.0
5317,10/16/05,2005,10,4,43,2005.0,3.0,7.0,31.0
5318,10/17/05,2005,10,4,43,2005.0,3.0,7.0,31.0
5319,10/18/05,2005,10,4,43,2005.0,3.0,7.0,31.0
5320,10/19/05,2005,10,4,43,2005.0,3.0,7.0,31.0
5321,10/20/05,2005,10,4,43,2005.0,3.0,7.0,31.0
5322,10/21/05,2005,10,4,43,2005.0,3.0,7.0,31.0
5323,10/22/05,2005,10,4,43,2005.0,3.0,7.0,31.0
5324,10/23/05,2005,10,4,44,2005.0,3.0,7.0,32.0
5325,10/24/05,2005,10,4,44,2005.0,3.0,7.0,32.0
5326,10/25/05,2005,10,4,44,2005.0,3.0,7.0,32.0
5327,10/26/05,2005,10,4,44,2005.0,3.0,7.0,32.0
5328,10/27/05,2005,10,4,44,2005.0,3.0,7.0,32.0
5329,10/28/05,2005,10,4,44,2005.0,3.0,7.0,32.0
5330,10/29/05,2005,10,4,44,2005.0,3.0,7.0,32.0
5331,10/30/05,2005,10,4,45,2005.0,3.0,7.0,33.0
5332,10/31/05,2005,10,4,45,2005.0,3.0,7.0,33.0
5333,11/01/05,2005,11,4,45,2005.0,3.0,8.0,33.0
5334,11/02/05,2005,11,4,45,2005.0,3.0,8.0,33.0
5335,11/03/05,2005,11,4,45,2005.0,3.0,8.0,33.0
5336,11/04/05,2005,11,4,45,2005.0,3.0,8.0,33.0
5337,11/05/05,2005,11,4,45,2005.0,3.0,8.0,33.0
5338,11/06/05,2005,11,4,46,2005.0,3.0,8.0,34.0
5339,11/07/05,2005,11,4,46,2005.0,3.0,8.0,34.0
5340,11/08/05,2005,11,4,46,2005.0,3.0,8.0,34.0
5341,11/09/05,2005,11,4,46,2005.0,3.0,8.0,34.0
5342,11/10/05,2005,11,4,46,2005.0,3.0,8.0,34.0
5343,11/11/05,2005,11,4,46,2005.0,3.0,8.0,34.0
5344,11/12/05,2005,11,4,46,2005.0,3.0,8.0,34.0
5345,11/13/05,2005,11,4,47,2005.0,3.0,8.0,35.0
5346,11/14/05,2005,11,4,47,2005.0,3.0,8.0,35.0
5347,11/15/05,2005,11,4,47,2005.0,3.0,8.0,35.0
5348,11/16/05,2005,11,4,47,2005.0,3.0,8.0,35.0
5349,11/17/05,2005,11,4,47,2005.0,3.0,8.0,35.0
5350,11/18/05,2005,11,4,47,2005.0,3.0,8.0,35.0
5351,11/19/05,2005,11,4,47,2005.0,3.0,8.0,35.0
5352,11/20/05,2005,11,4,48,2005.0,3.0,8.0,36.0
5353,11/21/05,2005,11,4,48,2005.0,3.0,8.0,36.0
5354,11/22/05,2005,11,4,48,2005.0,3.0,8.0,36.0
5355,11/23/05,2005,11,4,48,2005.0,3.0,8.0,36.0
5356,11/24/05,2005,11,4,48,2005.0,3.0,8.0,36.0
5357,11/25/05,2005,11,4,48,2005.0,3.0,8.0,36.0
5358,11/26/05,2005,11,4,48,2005.0,3.0,8.0,36.0
5359,11/27/05,2005,11,4,49,2005.0,3.0,8.0,37.0
5360,11/28/05,2005,11,4,49,2005.0,3.0,8.0,37.0
5361,11/29/05,2005,11,4,49,2005.0,3.0,8.0,37.0
5362,11/30/05,2005,11,4,49,2005.0,3.0,8.0,37.0
5363,12/01/05,2005,12,4,49,2005.0,3.0,9.0,37.0
5364,12/02/05,2005,12,4,49,2005.0,3.0,9.0,37.0
5365,12/03/05,2005,12,4,49,2005.0,3.0,9.0,37.0
5366,12/04/05,2005,12,4,50,2005.0,3.0,9.0,38.0
5367,12/05/05,2005,12,4,50,2005.0,3.0,9.0,38.0
5368,12/06/05,2005,12,4,50,2005.0,3.0,9.0,38.0
5369,12/07/05,2005,12,4,50,2005.0,3.0,9.0,38.0
5370,12/08/05,2005,12,4,50,2005.0,3.0,9.0,38.0
5371,12/09/05,2005,12,4,50,2005.0,3.0,9.0,38.0
5372,12/10/05,2005,12,4,50,2005.0,3.0,9.0,38.0
5373,12/11/05,2005,12,4,51,2005.0,3.0,9.0,39.0
5374,12/12/05,2005,12,4,51,2005.0,3.0,9.0,39.0
5375,12/13/05,2005,12,4,51,2005.0,3.0,9.0,39.0
5376,12/14/05,2005,12,4,51,2005.0,3.0,9.0,39.0
5377,12/15/05,2005,12,4,51,2005.0,3.0,9.0,39.0
5378,12/16/05,2005,12,4,51,2005.0,3.0,9.0,39.0
5379,12/17/05,2005,12,4,51,2005.0,3.0,9.0,39.0
5380,12/18/05,2005,12,4,52,2005.0,3.0,9.0,40.0
5381,12/19/05,2005,12,4,52,2005.0,3.0,9.0,40.0
5382,12/20/05,2005,12,4,52,2005.0,3.0,9.0,40.0
5383,12/21/05,2005,12,4,52,2005.0,3.0,9.0,40.0
5384,12/22/05,2005,12,4,52,2005.0,3.0,9.0,40.0
5385,12/23/05,2005,12,4,52,2005.0,3.0,9.0,40.0
5386,12/24/05,2005,12,4,52,2005.0,3.0,9.0,40.0
5387,12/25/05,2005,12,4,53,2005.0,3.0,9.0,41.0
5388,12/26/05,2005,12,4,53,2005.0,3.0,9.0,41.0
5389,12/27/05,2005,12,4,53,2005.0,3.0,9.0,41.0
5390,12/28/05,2005,12,4,53,2005.0,3.0,9.0,41.0
5391,12/29/05,2005,12,4,53,2005.0,3.0,9.0,41.0
5392,12/30/05,2005,12,4,53,2005.0,3.0,9.0,41.0
5393,12/31/05,2005,12,4,53,2005.0,3.0,9.0,41.0
