invoiceID,customerID,saleDate,prodID,amt,qty,discounted
19,27,03/19/2008,28,4377.68,8.0,0
19,27,03/19/2008,38,2493.92,11.0,0
20,2,08/13/2011,1,329.94,2.0,0
20,2,08/13/2011,4,3763.65,15.0,0
20,2,08/13/2011,16,4148.64,9.0,0
20,2,08/13/2011,24,4172.0,14.0,0
20,2,08/13/2011,32,2871.19,7.0,0
21,5,04/27/2007,3,4964.2,20.0,0
21,5,04/27/2007,5,3405.96,12.0,0
21,5,04/27/2007,10,10075.32,18.0,0
21,5,04/27/2007,13,1719.16,4.0,0
21,5,04/27/2007,30,2266.56,8.0,0
21,5,04/27/2007,34,5107.2,15.0,0
21,5,04/27/2007,40,1605.68,8.0,0
22,8,10/25/2008,2,1019.56,2.0,0
22,8,10/25/2008,8,9933.61,17.0,0
22,8,10/25/2008,19,248.92,2.0,0
22,8,10/25/2008,25,5783.4,20.0,0
23,27,08/28/2009,11,2125.8,6.0,0
23,27,08/28/2009,27,4046.04,12.0,0
23,27,08/28/2009,45,2970.24,6.0,0
24,23,05/24/2009,11,7086.0,20.0,0
24,23,05/24/2009,39,3311.88,11.0,0
24,23,05/24/2009,46,6740.37,13.0,0
25,1,08/13/2008,7,7853.94,18.0,0
25,1,08/13/2008,17,1730.46,6.0,0
25,1,08/13/2008,18,3193.68,7.0,0
25,1,08/13/2008,19,497.84,4.0,0
25,1,08/13/2008,23,2566.3,11.0,0
25,1,08/13/2008,32,4511.87,11.0,0
25,1,08/13/2008,36,5536.08,12.0,0
25,1,08/13/2008,37,2922.85,5.0,0
25,1,08/13/2008,45,2475.2,5.0,0
25,1,08/13/2008,47,424.65,3.0,0
26,26,10/03/2006,5,4541.28,16.0,0
26,26,10/03/2006,27,3708.87,11.0,0
26,26,10/03/2006,30,3399.84,12.0,0
26,26,10/03/2006,31,3270.48,8.0,0
27,14,04/04/2007,4,5018.2,20.0,0
27,14,04/04/2007,14,4729.34,11.0,0
27,14,04/04/2007,17,3460.92,12.0,0
27,14,04/04/2007,21,3961.65,7.0,0
27,14,04/04/2007,28,4924.89,9.0,0
27,14,04/04/2007,36,2306.7,5.0,0
27,14,04/04/2007,47,283.1,2.0,0
28,19,02/15/2007,1,2309.58,14.0,0
28,19,02/15/2007,15,2223.76,14.0,0
28,19,02/15/2007,22,2443.05,5.0,0
28,19,02/15/2007,31,3270.48,8.0,0
28,19,02/15/2007,39,3010.8,10.0,0
28,19,02/15/2007,42,5037.03,9.0,0
29,10,05/08/2008,3,3723.15,15.0,0
29,10,05/08/2008,7,4799.63,11.0,0
29,10,05/08/2008,17,3172.51,11.0,0
29,10,05/08/2008,35,2827.5,5.0,0
29,10,05/08/2008,45,5445.44,11.0,0
30,7,10/16/2008,12,1371.95,5.0,0
30,7,10/16/2008,22,7329.15,15.0,0
30,7,10/16/2008,32,6972.89,17.0,0
31,20,07/08/2010,4,752.73,3.0,0
31,20,07/08/2010,28,9302.57,17.0,0
31,20,07/08/2010,43,8910.0,18.0,0
31,20,07/08/2010,44,1572.48,8.0,0
32,34,04/15/2010,5,567.66,2.0,0
32,34,04/15/2010,31,4088.1,10.0,0
32,34,04/15/2010,40,602.13,3.0,0
32,34,04/15/2010,41,2760.96,16.0,0
32,34,04/15/2010,47,849.3,6.0,0
33,29,07/23/2009,14,4729.34,11.0,0
33,29,07/23/2009,45,7425.6,15.0,0
34,20,09/29/2011,7,5235.96,12.0,0
34,20,09/29/2011,12,3292.68,12.0,0
34,20,09/29/2011,14,5159.28,12.0,0
34,20,09/29/2011,20,3948.42,17.0,0
34,20,09/29/2011,33,1582.8,4.0,0
34,20,09/29/2011,48,1406.16,4.0,0
35,39,06/27/2006,1,824.85,5.0,0
35,39,06/27/2006,3,992.84,4.0,0
35,39,06/27/2006,4,752.73,3.0,0
35,39,06/27/2006,25,3759.21,13.0,0
35,39,06/27/2006,26,3672.63,13.0,0
35,39,06/27/2006,31,1226.43,3.0,0
36,6,01/08/2008,4,1254.55,5.0,0
36,6,01/08/2008,22,2931.66,6.0,0
36,6,01/08/2008,28,7660.94,14.0,0
36,6,01/08/2008,29,5580.85,11.0,0
36,6,01/08/2008,31,6949.77,17.0,0
36,6,01/08/2008,40,3010.65,15.0,0
36,6,01/08/2008,48,2812.32,8.0,0
37,38,04/30/2011,10,2238.96,4.0,0
37,38,04/30/2011,27,4383.21,13.0,0
37,38,04/30/2011,30,5666.4,20.0,0
37,38,04/30/2011,38,2267.2,10.0,0
37,38,04/30/2011,41,345.12,2.0,0
38,8,02/27/2007,16,2304.8,5.0,0
38,8,02/27/2007,23,4199.4,18.0,0
38,8,02/27/2007,34,5447.68,16.0,0
38,8,02/27/2007,38,2947.36,13.0,0
39,15,12/21/2010,5,3405.96,12.0,0
39,15,12/21/2010,7,2617.98,6.0,0
39,15,12/21/2010,12,823.17,3.0,0
39,15,12/21/2010,25,2891.7,10.0,0
39,15,12/21/2010,27,5394.72,16.0,0
39,15,12/21/2010,34,3745.28,11.0,0
39,15,12/21/2010,45,8910.72,18.0,0
39,15,12/21/2010,48,1054.62,3.0,0
40,28,03/02/2010,15,1906.08,12.0,0
40,28,03/02/2010,20,1161.3,5.0,0
40,28,03/02/2010,28,10396.99,19.0,0
40,28,03/02/2010,31,2452.86,6.0,0
40,28,03/02/2010,42,8954.72,16.0,0
41,21,06/27/2005,5,3689.79,13.0,0
41,21,06/27/2005,6,6251.04,18.0,0
41,21,06/27/2005,7,2181.65,5.0,0
41,21,06/27/2005,26,847.53,3.0,0
41,21,06/27/2005,34,2383.36,7.0,0
42,17,05/25/2011,5,2554.47,9.0,0
42,17,05/25/2011,31,5314.53,13.0,0
42,17,05/25/2011,33,5539.8,14.0,0
42,17,05/25/2011,35,3958.5,7.0,0
43,10,02/23/2007,1,3299.4,20.0,0
43,10,02/23/2007,12,548.78,2.0,0
43,10,02/23/2007,27,5057.55,15.0,0
43,10,02/23/2007,33,4352.7,11.0,0
44,36,10/06/2008,24,5066.0,17.0,0
44,36,10/06/2008,41,690.24,4.0,0
44,36,10/06/2008,45,6930.56,14.0,0
44,36,10/06/2008,48,5624.64,16.0,0
45,18,09/16/2010,6,1736.4,5.0,0
45,18,09/16/2010,11,2480.1,7.0,0
45,18,09/16/2010,15,794.2,5.0,0
45,18,09/16/2010,19,2115.82,17.0,0
45,18,09/16/2010,23,3032.9,13.0,0
45,18,09/16/2010,47,1698.6,12.0,0
46,27,09/15/2007,1,2969.46,18.0,0
46,27,09/15/2007,6,3820.08,11.0,0
46,27,09/15/2007,11,3188.7,9.0,0
46,27,09/15/2007,15,2223.76,14.0,0
46,27,09/15/2007,31,6132.15,15.0,0
46,27,09/15/2007,42,6716.04,12.0,0
46,27,09/15/2007,44,2948.4,15.0,0
46,27,09/15/2007,48,3515.4,10.0,0
47,8,10/31/2010,23,2099.7,9.0,0
47,8,10/31/2010,46,6740.37,13.0,0
48,20,04/17/2011,2,4078.24,8.0,0
48,20,04/17/2011,10,7276.62,13.0,0
48,20,04/17/2011,13,3438.32,8.0,0
48,20,04/17/2011,29,5580.85,11.0,0
48,20,04/17/2011,35,6220.5,11.0,0
48,20,04/17/2011,41,1725.6,10.0,0
49,16,09/17/2005,2,4078.24,8.0,0
49,16,09/17/2005,16,2765.76,6.0,0
49,16,09/17/2005,21,1131.9,2.0,0
49,16,09/17/2005,30,5099.76,18.0,0
50,34,06/04/2005,1,2969.46,18.0,0
50,34,06/04/2005,14,6879.04,16.0,0
50,34,06/04/2005,19,1742.44,14.0,0
50,34,06/04/2005,30,3683.16,13.0,0
50,34,06/04/2005,31,4088.1,10.0,0
50,34,06/04/2005,40,3813.49,19.0,0
51,21,04/01/2005,25,5205.06,18.0,0
51,21,04/01/2005,26,4520.16,16.0,0
51,21,04/01/2005,29,5580.85,11.0,0
51,21,04/01/2005,36,5074.74,11.0,0
51,21,04/01/2005,43,7425.0,15.0,0
51,21,04/01/2005,44,2751.84,14.0,0
52,21,06/03/2010,7,6544.95,15.0,0
52,21,06/03/2010,27,4046.04,12.0,0
53,3,11/09/2006,10,6716.88,12.0,0
53,3,11/09/2006,25,1735.02,6.0,0
53,3,11/09/2006,44,2555.28,13.0,0
53,3,11/09/2006,47,1840.15,13.0,0
54,8,05/26/2011,5,1419.15,5.0,0
54,8,05/26/2011,12,823.17,3.0,0
54,8,05/26/2011,24,894.0,3.0,0
54,8,05/26/2011,27,3708.87,11.0,0
55,4,03/13/2010,25,3180.87,11.0,0
55,4,03/13/2010,29,6088.2,12.0,0
55,4,03/13/2010,33,4748.4,12.0,0
55,4,03/13/2010,39,2107.56,7.0,0
55,4,03/13/2010,47,1840.15,13.0,0
55,4,03/13/2010,48,4921.56,14.0,0
56,3,04/22/2010,9,2364.48,8.0,0
56,3,04/22/2010,12,823.17,3.0,0
56,3,04/22/2010,19,373.38,3.0,0
56,3,04/22/2010,21,10187.1,18.0,0
56,3,04/22/2010,27,5731.89,17.0,0
56,3,04/22/2010,29,7102.9,14.0,0
56,3,04/22/2010,40,3412.07,17.0,0
57,34,06/23/2010,3,1985.68,8.0,0
57,34,06/23/2010,25,4915.89,17.0,0
57,34,06/23/2010,33,2374.2,6.0,0
58,17,03/03/2010,4,3010.92,12.0,0
58,17,03/03/2010,24,596.0,2.0,0
58,17,03/03/2010,34,2042.88,6.0,0
59,22,12/15/2007,9,2955.6,10.0,0
60,4,07/17/2009,25,5205.06,18.0,0
60,4,07/17/2009,30,4816.44,17.0,0
60,4,07/17/2009,48,6679.26,19.0,0
61,24,08/05/2005,6,6251.04,18.0,0
62,2,08/10/2007,6,2083.68,6.0,0
62,2,08/10/2007,9,4137.84,14.0,0
62,2,08/10/2007,36,6920.1,15.0,0
63,38,09/29/2008,4,2258.19,9.0,0
63,38,09/29/2008,14,859.88,2.0,0
63,38,09/29/2008,30,4816.44,17.0,0
64,14,03/16/2006,11,3188.7,9.0,0
64,14,03/16/2006,12,548.78,2.0,0
64,14,03/16/2006,18,7756.08,17.0,0
64,14,03/16/2006,19,1493.52,12.0,0
65,22,04/29/2009,20,1858.08,8.0,0
65,22,04/29/2009,23,3732.8,16.0,0
65,22,04/29/2009,28,7660.94,14.0,0
65,22,04/29/2009,30,4533.12,16.0,0
66,38,10/22/2011,13,8595.8,20.0,0
66,38,10/22/2011,34,4426.24,13.0,0
67,19,05/11/2009,1,824.85,5.0,0
67,19,05/11/2009,11,2125.8,6.0,0
67,19,05/11/2009,29,6088.2,12.0,0
67,19,05/11/2009,34,2042.88,6.0,0
67,19,05/11/2009,36,5997.42,13.0,0
67,19,05/11/2009,40,602.13,3.0,0
68,20,10/12/2011,3,1985.68,8.0,0
68,20,10/12/2011,35,3958.5,7.0,0
69,6,02/04/2005,4,2509.1,10.0,0
69,6,02/04/2005,16,6453.44,14.0,0
69,6,02/04/2005,21,3395.7,6.0,0
69,6,02/04/2005,30,4533.12,16.0,0
69,6,02/04/2005,46,7777.35,15.0,0
70,33,06/17/2005,1,2309.58,14.0,0
70,33,06/17/2005,7,872.66,2.0,0
70,33,06/17/2005,12,3292.68,12.0,0
70,33,06/17/2005,27,2697.36,8.0,0
70,33,06/17/2005,34,680.96,2.0,0
71,8,09/04/2009,9,4137.84,14.0,0
71,8,09/04/2009,26,565.02,2.0,0
71,8,09/04/2009,47,990.85,7.0,0
71,8,09/04/2009,48,2460.78,7.0,0
72,26,06/10/2009,9,2955.6,10.0,0
72,26,06/10/2009,16,3226.72,7.0,0
72,26,06/10/2009,29,3044.1,6.0,0
72,26,06/10/2009,30,1983.24,7.0,0
72,26,06/10/2009,43,8910.0,18.0,0
72,26,06/10/2009,45,4950.4,10.0,0
72,26,06/10/2009,47,283.1,2.0,0
73,11,03/16/2007,12,548.78,2.0,0
73,11,03/16/2007,17,1153.64,4.0,0
73,11,03/16/2007,22,1954.44,4.0,0
73,11,03/16/2007,43,5445.0,11.0,0
73,11,03/16/2007,47,2689.45,19.0,0
74,18,07/14/2009,6,2430.96,7.0,0
74,18,07/14/2009,21,7923.3,14.0,0
74,18,07/14/2009,45,9900.8,20.0,0
75,23,10/05/2010,6,2778.24,8.0,0
75,23,10/05/2010,9,2955.6,10.0,0
75,23,10/05/2010,10,5597.4,10.0,0
75,23,10/05/2010,33,2374.2,6.0,0
75,23,10/05/2010,37,1753.71,3.0,0
75,23,10/05/2010,46,3110.94,6.0,0
75,23,10/05/2010,48,3866.94,11.0,0
76,29,11/01/2008,14,7738.92,18.0,0
76,29,11/01/2008,16,2304.8,5.0,0
76,29,11/01/2008,34,4766.72,14.0,0
77,6,12/25/2005,7,3490.64,8.0,0
77,6,12/25/2005,9,4728.96,16.0,0
77,6,12/25/2005,11,1771.5,5.0,0
77,6,12/25/2005,12,1920.73,7.0,0
77,6,12/25/2005,19,248.92,2.0,0
77,6,12/25/2005,29,6088.2,12.0,0
77,6,12/25/2005,35,2827.5,5.0,0
77,6,12/25/2005,36,7381.44,16.0,0
78,30,11/13/2006,9,1477.8,5.0,0
78,30,11/13/2006,11,3188.7,9.0,0
78,30,11/13/2006,37,1753.71,3.0,0
78,30,11/13/2006,42,4477.36,8.0,0
78,30,11/13/2006,47,1698.6,12.0,0
79,9,08/12/2007,8,9349.28,16.0,0
79,9,08/12/2007,14,3009.58,7.0,0
79,9,08/12/2007,29,4058.8,8.0,0
79,9,08/12/2007,33,5935.5,15.0,0
80,22,11/08/2009,3,4219.57,17.0,0
80,22,11/08/2009,9,886.68,3.0,0
80,22,11/08/2009,24,5960.0,20.0,0
80,22,11/08/2009,28,4377.68,8.0,0
80,22,11/08/2009,36,7381.44,16.0,0
80,22,11/08/2009,38,2493.92,11.0,0
80,22,11/08/2009,48,2812.32,8.0,0
81,25,07/30/2010,11,5314.5,15.0,0
81,25,07/30/2010,18,5474.88,12.0,0
81,25,07/30/2010,37,1753.71,3.0,0
81,25,07/30/2010,42,8954.72,16.0,0
82,30,12/13/2007,27,1348.68,4.0,0
82,30,12/13/2007,30,5099.76,18.0,0
82,30,12/13/2007,41,2070.72,12.0,0
83,3,04/10/2008,13,2148.95,5.0,0
83,3,04/10/2008,17,5479.79,19.0,0
83,3,04/10/2008,23,3499.5,15.0,0
84,27,11/13/2005,4,3763.65,15.0,0
84,27,11/13/2005,16,3226.72,7.0,0
84,27,11/13/2005,17,2307.28,8.0,0
84,27,11/13/2005,19,2489.2,20.0,0
85,38,03/03/2005,16,8297.28,18.0,0
85,38,03/03/2005,21,6791.4,12.0,0
85,38,03/03/2005,23,1399.8,6.0,0
85,38,03/03/2005,34,680.96,2.0,0
86,7,06/02/2010,27,6406.23,19.0,0
86,7,06/02/2010,48,7030.8,20.0,0
87,30,02/03/2008,3,2730.31,11.0,0
87,30,02/03/2008,6,2083.68,6.0,0
87,30,02/03/2008,18,4106.16,9.0,0
87,30,02/03/2008,20,2090.34,9.0,0
87,30,02/03/2008,37,6430.27,11.0,0
87,30,02/03/2008,48,6327.72,18.0,0
88,32,11/14/2007,17,5768.2,20.0,0
88,32,11/14/2007,28,1094.42,2.0,0
88,32,11/14/2007,47,1981.7,14.0,0
89,24,10/04/2006,3,3226.73,13.0,0
89,24,10/04/2006,5,5392.77,19.0,0
89,24,10/04/2006,10,1119.48,2.0,0
89,24,10/04/2006,12,823.17,3.0,0
89,24,10/04/2006,17,3460.92,12.0,0
89,24,10/04/2006,21,1697.85,3.0,0
89,24,10/04/2006,38,4080.96,18.0,0
90,12,12/03/2005,17,4037.74,14.0,0
90,12,12/03/2005,27,3708.87,11.0,0
90,12,12/03/2005,29,4058.8,8.0,0
90,12,12/03/2005,42,6156.37,11.0,0
91,36,10/26/2005,11,708.6,2.0,0
91,36,10/26/2005,28,6019.31,11.0,0
91,36,10/26/2005,32,4922.04,12.0,0
91,36,10/26/2005,34,4085.76,12.0,0
91,36,10/26/2005,38,3400.8,15.0,0
91,36,10/26/2005,40,1003.55,5.0,0
92,8,07/09/2006,7,2617.98,6.0,0
92,8,07/09/2006,16,6453.44,14.0,0
92,8,07/09/2006,22,8794.98,18.0,0
92,8,07/09/2006,32,4511.87,11.0,0
92,8,07/09/2006,42,4477.36,8.0,0
93,13,07/30/2008,6,6945.6,20.0,0
93,13,07/30/2008,23,2333.0,10.0,0
93,13,07/30/2008,30,4249.8,15.0,0
93,13,07/30/2008,35,10744.5,19.0,0
94,34,01/08/2006,8,7011.96,12.0,0
94,34,01/08/2006,22,1465.83,3.0,0
94,34,01/08/2006,46,4147.92,8.0,0
94,34,01/08/2006,48,4921.56,14.0,0
95,21,08/01/2008,10,2238.96,4.0,0
95,21,08/01/2008,18,6387.36,14.0,0
95,21,08/01/2008,24,5662.0,19.0,0
95,21,08/01/2008,34,6809.6,20.0,0
95,21,08/01/2008,44,3931.2,20.0,0
96,34,02/01/2008,6,2083.68,6.0,0
96,34,02/01/2008,8,5843.3,10.0,0
96,34,02/01/2008,13,2578.74,6.0,0
96,34,02/01/2008,17,1730.46,6.0,0
96,34,02/01/2008,18,5474.88,12.0,0
96,34,02/01/2008,34,680.96,2.0,0
96,34,02/01/2008,37,7014.84,12.0,0
97,32,03/20/2007,27,3371.7,10.0,0
97,32,03/20/2007,31,4088.1,10.0,0
97,32,03/20/2007,32,2871.19,7.0,0
98,1,06/17/2010,2,3058.68,6.0,0
98,1,06/17/2010,30,1699.92,6.0,0
98,1,06/17/2010,34,6469.12,19.0,0
98,1,06/17/2010,36,6458.76,14.0,0
99,14,09/05/2008,27,3034.53,9.0,0
99,14,09/05/2008,28,8755.36,16.0,0
100,38,04/06/2005,11,6377.4,18.0,0
100,38,04/06/2005,22,6351.93,13.0,0
100,38,04/06/2005,25,1735.02,6.0,0
100,38,04/06/2005,27,6743.4,20.0,0
100,38,04/06/2005,33,1978.5,5.0,0
100,38,04/06/2005,42,8395.05,15.0,0
101,34,03/27/2009,7,6981.28,16.0,0
101,34,03/27/2009,16,6453.44,14.0,0
101,34,03/27/2009,28,2736.05,5.0,0
101,34,03/27/2009,34,5447.68,16.0,0
101,34,03/27/2009,39,2709.72,9.0,0
102,22,12/11/2006,7,4363.3,10.0,0
103,24,10/29/2011,17,1730.46,6.0,0
103,24,10/29/2011,25,578.34,2.0,0
103,24,10/29/2011,28,6566.52,12.0,0
103,24,10/29/2011,40,1605.68,8.0,0
103,24,10/29/2011,41,1380.48,8.0,0
103,24,10/29/2011,43,8415.0,17.0,0
104,6,12/10/2010,3,4219.57,17.0,0
104,6,12/10/2010,18,2281.2,5.0,0
104,6,12/10/2010,20,2090.34,9.0,0
104,6,12/10/2010,44,1572.48,8.0,0
105,1,01/07/2005,28,8208.15,15.0,0
105,1,01/07/2005,47,707.75,5.0,0
105,1,01/07/2005,48,5273.1,15.0,0
106,8,05/15/2010,1,1154.79,7.0,0
106,8,05/15/2010,25,2891.7,10.0,0
106,8,05/15/2010,26,4802.67,17.0,0
106,8,05/15/2010,28,1094.42,2.0,0
106,8,05/15/2010,41,2415.84,14.0,0
106,8,05/15/2010,48,7030.8,20.0,0
107,34,03/26/2007,7,872.66,2.0,0
107,34,03/26/2007,13,3008.53,7.0,0
107,34,03/26/2007,16,4148.64,9.0,0
107,34,03/26/2007,37,8768.55,15.0,0
107,34,03/26/2007,39,4215.12,14.0,0
108,7,02/04/2009,7,6544.95,15.0,0
109,38,09/20/2010,15,635.36,4.0,0
109,38,09/20/2010,16,1382.88,3.0,0
109,38,09/20/2010,22,6351.93,13.0,0
110,4,06/12/2008,1,2969.46,33.0,0
110,4,06/12/2008,25,4337.55,15.0,0
111,28,04/06/2006,3,3226.73,13.0,0
111,28,04/06/2006,7,7417.61,17.0,0
111,28,04/06/2006,23,1633.1,7.0,0
111,28,04/06/2006,45,990.08,2.0,0
111,28,04/06/2006,48,1757.7,5.0,0
112,23,05/30/2005,10,1119.48,2.0,0
112,23,05/30/2005,21,5093.55,9.0,0
112,23,05/30/2005,30,1133.28,4.0,0
112,23,05/30/2005,42,1679.01,3.0,0
112,23,05/30/2005,47,2123.25,15.0,0
113,34,07/08/2007,1,2144.61,13.0,0
113,34,07/08/2007,7,8290.27,19.0,0
113,34,07/08/2007,14,5159.28,12.0,0
113,34,07/08/2007,43,3465.0,7.0,0
113,34,07/08/2007,45,4455.36,9.0,0
114,31,02/24/2005,9,591.12,2.0,0
114,31,02/24/2005,15,2223.76,14.0,0
114,31,02/24/2005,19,373.38,3.0,0
114,31,02/24/2005,22,4397.49,9.0,0
115,11,10/14/2010,1,3134.43,19.0,0
115,11,10/14/2010,11,6023.1,17.0,0
115,11,10/14/2010,16,5531.52,12.0,0
115,11,10/14/2010,17,2307.28,8.0,0
115,11,10/14/2010,23,3032.9,13.0,0
115,11,10/14/2010,35,4524.0,8.0,0
116,32,11/22/2008,7,3926.97,9.0,0
116,32,11/22/2008,12,1920.73,7.0,0
116,32,11/22/2008,22,4397.49,9.0,0
116,32,11/22/2008,30,1416.6,5.0,0
116,32,11/22/2008,42,5037.03,9.0,0
116,32,11/22/2008,43,8415.0,17.0,0
116,32,11/22/2008,45,6435.52,13.0,0
117,37,03/19/2010,13,7306.43,17.0,0
117,37,03/19/2010,19,995.68,8.0,0
117,37,03/19/2010,43,6930.0,14.0,0
118,1,02/13/2008,3,2482.1,10.0,0
118,1,02/13/2008,4,4014.56,16.0,0
118,1,02/13/2008,8,1752.99,3.0,0
118,1,02/13/2008,12,2469.51,9.0,0
118,1,02/13/2008,18,5931.12,13.0,0
118,1,02/13/2008,30,1983.24,7.0,0
118,1,02/13/2008,34,2723.84,8.0,0
118,1,02/13/2008,42,10633.73,19.0,0
119,25,04/10/2007,15,953.04,6.0,0
119,25,04/10/2007,23,699.9,3.0,0
119,25,04/10/2007,24,5364.0,18.0,0
119,25,04/10/2007,33,2769.9,7.0,0
119,25,04/10/2007,36,922.68,2.0,0
119,25,04/10/2007,38,680.16,3.0,0
119,25,04/10/2007,42,3917.69,7.0,0
120,21,07/11/2008,2,1019.56,2.0,0
120,21,07/11/2008,9,886.68,3.0,0
120,21,07/11/2008,10,10075.32,18.0,0
120,21,07/11/2008,16,7375.36,16.0,0
120,21,07/11/2008,21,8489.25,15.0,0
120,21,07/11/2008,32,4511.87,11.0,0
120,21,07/11/2008,33,7122.6,18.0,0
120,21,07/11/2008,34,680.96,2.0,0
120,21,07/11/2008,38,2720.64,12.0,0
120,21,07/11/2008,45,2970.24,6.0,0
121,13,11/06/2006,14,859.88,2.0,0
121,13,11/06/2006,19,1742.44,14.0,0
121,13,11/06/2006,27,6743.4,20.0,0
121,13,11/06/2006,37,5261.13,9.0,0
121,13,11/06/2006,40,4014.2,20.0,0
122,21,09/17/2010,29,2029.4,4.0,0
122,21,09/17/2010,30,1699.92,6.0,0
122,21,09/17/2010,32,1640.68,4.0,0
123,29,10/18/2007,9,4728.96,16.0,0
123,29,10/18/2007,14,3439.52,8.0,0
123,29,10/18/2007,15,3176.8,20.0,0
123,29,10/18/2007,41,2415.84,14.0,0
124,25,10/14/2011,10,10635.06,19.0,0
